keywords,tokens
riverine flood scenarios,['flood' 'scenario']
riverine flooding,['flood']
riverine floods,['flood']
riverine habitat,['habitat']
rivers,['river']
riverware model,['model' 'riverwar']
rmap,['rmap']
road,['road']
road design,['design' 'road']
road flooding,['flood' 'road']
road infrastructure,['infrastructur' 'road']
road network,['network' 'road']
road pavements,['pavement' 'road']
road traffic,['road' 'traffic']
road transportation,['road' 'transport']
roadmap,['roadmap']
roadmaps,['roadmap']
roads,['road']
roanoke river basin,['basin' 'river']
robust,['robust']
robust actions,['action' 'robust']
robust adaptation,['adapt' 'robust']
robust and credible indicators,['credibl' 'robust']
robust and multi objective decision making,['decis' 'make' 'multi' 'object' 'robust']
robust approaches,['approach' 'robust']
robust capacity,['capac' 'robust']
robust decision making,['decis' 'make' 'robust']
robust decision making frameworks,['decis' 'framework' 'make' 'robust']
robust decision making rdm,['decis' 'make' 'rdm' 'robust']
robust decision support rds framework,['decis' 'framework' 'rds' 'robust' 'support']
robust infrastructure investment,['infrastructur' 'invest' 'robust']
robust insights,['insight' 'robust']
robust knowledge,['robust']
robust materials,['robust']
robust optimization,['robust']
robust policies,['polici' 'robust']
robust policy advice,['advic' 'polici' 'robust']
robust signals,['robust' 'signal']
robust solutions,['robust']
robust strategies,['robust' 'strategi']
robust to climate change,['climat' 'robust']
robust toolset,['robust' 'toolset']
robust urban environments,['environ' 'robust' 'urban']
robustness,['robust']
robustness analysis,['robust']
robustness approach,['approach' 'robust']
robustness conflicts,['conflict' 'robust']
robustness framework,['framework' 'robust']
robustness of supply network,['network' 'robust' 'suppli']
rocky desertification,['desertif' 'rocki']
rocky mountain region,['mountain' 'region' 'rocki']
rocky mountains,['mountain' 'rocki']
rocky reefs,['reef' 'rocki']
role models,['model' 'role']
role of agriculture,['role']
role play,['play' 'role']
role playing game,['game' 'play' 'role']
roma,['roma']
rondonia,['rondonia']
roof albedo,['albedo' 'roof']
rooftop solar pv,['rooftop' 'solar']
room for the river,['river' 'room']
root crops,['crop' 'root']
root zone,['root' 'zone']
rootedness,['rooted']
ropme sea area,['area' 'sea']
roughness length,['length' 'rough']
row crops,['crop' 'row']
rubber plantations,['plantat' 'rubber']
rubbish,['rubbish']
rule of law,['law' 'rule']
rules,['rule']
rules and procedures,['rule']
rules in use,['rule' 'use']
ruminant animals,['anim' 'rumin']
ruminant livestock,['livestock' 'rumin']
ruminant production systems,['product' 'rumin' 'system']
ruminants,['rumin']
run of river power plants,['plant' 'power' 'river' 'run']
runoff,['runoff']
runoff absorbing capacity,['absorb' 'capac' 'runoff']
runoff coefficient,['coeffici' 'runoff']
runoff generation,['runoff']
runoff neutral development,['develop' 'neutral' 'runoff']
runoff rainwater,['rainwat' 'runoff']
runoff responses,['respons' 'runoff']
runoff simulations,['runoff' 'simul']
runoff to baltic sea,['runoff' 'sea']
runoff volume,['runoff']
runoff volumes,['runoff']
rural,['rural']
rural areas,['area' 'rural']
rural bakiga communities,['bakiga' 'communiti' 'rural']
rural communities,['communiti' 'rural']
rural community,['communiti' 'rural']
rural community of pintadas,['communiti' 'rural']
rural development,['develop' 'rural']
rural development programme,['develop' 'programm' 'rural']
rural households,['household' 'rural']
rural incomes,['incom' 'rural']
rural india,['rural']
rural infrastructure,['infrastructur' 'rural']
rural institutions,['institut' 'rural']
rural land use,['land' 'rural' 'use']
rural landscape management,['landscap' 'manag' 'rural']
rural livelihoods,['livelihood' 'rural']
rural mountain communities,['communiti' 'mountain' 'rural']
rural people,['peopl' 'rural']
rural population,['popul' 'rural']
rural population change patterns,['pattern' 'popul' 'rural']
rural populations,['popul' 'rural']
rural poverty,['rural']
rural revitalization,['revit' 'rural']
rural savannah,['rural' 'savannah']
rural to urban migration,['rural' 'urban']
rural urban dichotomy,['rural' 'urban']
rural urban migration,['rural' 'urban']
rural urban ratio,['ratio' 'rural' 'urban']
russian river basin,['basin' 'river']
ruvubu river basin,['basin' 'river' 'ruvubu']
sac sma rainfall runoff model,['model' 'rainfal' 'runoff' 'sac' 'sma']
sacramento river,['river']
sacsim,['sacsim']
safe drinking water,['drink' 'safe' 'water']
safe environment,['environ' 'safe']
safe food,['food' 'safe']
safe operating spaces,['oper' 'safe' 'space']
safe travel,['safe' 'travel']
safeguards,['safeguard']
safety issues,['issu']
safety margins,['margin']
safety nets,['net']
sagar island,['island']
saharan dust,['dust' 'saharan']
saharan heat low,['heat' 'low' 'saharan']
sahel,['sahel']
sahel drought,['drought' 'sahel']
sahel droughts,['drought' 'sahel']
sahel region,['region' 'sahel']
sahelian,['sahelian']
sahelian part,['sahelian']
saint louis,['loui' 'saint']
sale price,['price' 'sale']
salinisation,['salinis']
salinity impacts,['impact']
salinity intrusion,['intrus']
salmon,['salmon']
salmon farming,['farm' 'salmon']
salt and drought tolerant crops,['crop' 'drought' 'salt']
salt lake,['lake' 'salt']
salt water contamination,['contamin' 'salt' 'water']
saltwater intrusion,['intrus']
sample size,['sampl' 'size']
sampling error,['error' 'sampl']
sampling uncertainty,['sampl']
san diego,['san']
san francisco bay area,['area' 'bay' 'francisco' 'san']
san francisco bay region,['bay' 'francisco' 'region' 'san']
san joaquin valley,['joaquin' 'san' 'valley']
sanctions,['sanction']
sand clay mixtures,['clay' 'sand']
sand filled bags,['bag' 'fill' 'sand']
sand mining,['mine' 'sand']
sandbars,['sandbar']
sandy beaches,['beach' 'sandi']
sanitary conditions,['condit']
sankey diagrams,['diagram' 'sankey']
santa monica bay,['bay']
santa rosa sub watershed,['sub' 'watersh']
santiago chile,['chile']
sao francisco river,['francisco' 'river' 'sao']
sao paulo urban living laboratory,['laboratori' 'live' 'sao' 'urban']
sao tome and principe,['sao' 'tome']
saskatchewan river basin,['basin' 'river']
saskatchewan river delta,['delta' 'river']
satellite based estimated rainfall data,['base' 'data' 'estim' 'rainfal']
satellite brightness temperature,['bright']
satellite data,['data']
satellite data utilization,['data' 'util']
satellite datasets,['dataset']
satellite driven urban canopy model,['canopi' 'driven' 'model' 'urban']
satellite era,['era']
satellite observations,['observ']
satellite rainfall estimates,['estim' 'rainfal']
satellite replenishment,['replenish']
satisficing,['satisf']
saturated fat,['fat']
savannah,['savannah']
savannah basin,['basin' 'savannah']
savings,['save']
savings imbalances,['save']
scalability,['scalabl']
scalable,['scalabl']
scalable solutions,['scalabl']
scalar challenges,['scalar']
scale,['scale']
scale dependent,['depend' 'scale']
scale mismatch,['mismatch' 'scale']
scale parameter,['paramet' 'scale']
scales,['scale']
scales of management,['manag' 'scale']
scaling,['scale']
scaling from in situ modeling,['model' 'scale' 'situ']
scaling out,['scale']
scaling relations,['relat' 'scale']
scaling up,['scale']
scandinavia,['scandinavia']
scarborough,['scarborough']
scarcity costs,['cost']
scenario,['scenario']
scenario analyses,['analys' 'scenario']
scenario analysis,['scenario']
scenario approaches,['approach' 'scenario']
scenario assessments,['assess' 'scenario']
scenario assumptions,['scenario']
scenario based approach,['approach' 'base' 'scenario']
scenario based assessment,['assess' 'base' 'scenario']
scenario based focus groups,['base' 'focus' 'group' 'scenario']
scenario based modeling,['base' 'model' 'scenario']
scenario based risk assessment,['assess' 'base' 'risk' 'scenario']
scenario building,['build' 'scenario']
scenario consistency,['consist' 'scenario']
scenario development,['develop' 'scenario']
scenario discovery,['scenario']
scenario experiments,['experi' 'scenario']
scenario framework,['framework' 'scenario']
scenario funnels,['funnel' 'scenario']
scenario generation,['scenario']
scenario ing,['ing' 'scenario']
scenario matching approach,['approach' 'match' 'scenario']
scenario matrix framework,['framework' 'matrix' 'scenario']
scenario modeling,['model' 'scenario']
scenario modelling,['model' 'scenario']
scenario performance,['perform' 'scenario']
scenario planning,['plan' 'scenario']
scenario prediction,['predict' 'scenario']
scenario processes,['process' 'scenario']
scenario set up,['scenario' 'set']
scenario simulation,['scenario' 'simul']
scenario simulations,['scenario' 'simul']
scenario uncertainty,['scenario']
scenario variations,['scenario' 'variat']
scenariomip,['scenariomip']
scenarios,['scenario']
sceptics,['sceptic']
scholarly data,['data' 'scholar']
scholarly narrative review,['review' 'scholar']
scholarly publications,['public' 'scholar']
school and business closures,['busi' 'closur' 'school']
schuylkill river,['river']
science,['scienc']
science action partnerships,['action' 'partnership' 'scienc']
science based conservation,['base' 'scienc']
science based strategies,['base' 'scienc' 'strategi']
science brokerage,['brokerag' 'scienc']
science communication,['scienc']
science confidence,['confid' 'scienc']
science driven,['driven' 'scienc']
science for adaptation,['adapt' 'scienc']
science management partnership,['manag' 'partnership' 'scienc']
science management partnerships,['manag' 'partnership' 'scienc']
science manager partnership,['manag' 'partnership' 'scienc']
science of climate prediction,['climat' 'predict' 'scienc']
science policy,['polici' 'scienc']
science policy divide,['divid' 'polici' 'scienc']
science policy engagement,['engag' 'polici' 'scienc']
science policy integration,['integr' 'polici' 'scienc']
science policy interaction,['interact' 'polici' 'scienc']
science policy interface,['interfac' 'polici' 'scienc']
science policy interfacing,['interfac' 'polici' 'scienc']
science policy practice interface,['interfac' 'polici' 'practic' 'scienc']
science policy stakeholders,['polici' 'scienc' 'stakehold']
science stakeholder communication,['scienc' 'stakehold']
sciences,['scienc']
scientific,['scientif']
scientific advancements,['scientif']
scientific analyses,['analys' 'scientif']
scientific and local knowledge systems,['local' 'scientif' 'system']
scientific and technical information,['inform' 'scientif' 'technic']
scientific and technical support,['scientif' 'support' 'technic']
scientific approaches,['approach' 'scientif']
scientific basis,['basi' 'scientif']
scientific careers,['career' 'scientif']
scientific challenges,['scientif']
scientific communities,['communiti' 'scientif']
scientific community,['communiti' 'scientif']
scientific consensus,['consensus' 'scientif']
scientific discipline,['scientif']
scientific discovery,['scientif']
scientific efforts,['effort' 'scientif']
scientific evidence,['evid' 'scientif']
scientific experimentation,['experiment' 'scientif']
scientific experts,['expert' 'scientif']
scientific impacts,['impact' 'scientif']
scientific information,['inform' 'scientif']
scientific innovation,['scientif']
scientific journals,['journal' 'scientif']
